ID1,ID,High-Leverage WPA,WPA per High-Leverage PA,Streakiness Score,Hard-Hit Efficiency,Speed Score,Flags
4199,martiri01,0.077,0.002483871,0.757172211,0.052493438,0.055555556,1
4223,mateojo01,-1.131,-0.025704545,0.567846113,0.086363636,0.092827004,1
4231,mathije01,-6.598,-0.015308585,0.69692118,0.063649742,0.043781095,1
4234,matonni01,0.687,0.085875,0.770586843,0.085470085,0.076335878,1
4246,matzst01,0.009,0.0005625,0.536483584,0.039772727,0.020100503,1
4257,maybica01,-5.114,-0.008480929,0.838574424,0.072960251,0.090802164,1
4264,mayfija01,-0.263,-0.005057692,0.695454173,0.088709677,0.064676617,1
4278,mazarno01,-0.466,-0.001358601,0.845589451,0.086500655,0.048431917,1
4295,mcbrory01,-0.001,-3.33333E-05,0.652895105,0.085365854,0.04519774,1
4299,mccanja02,-4.868,-0.011400468,0.829188521,0.075194115,0.044034626,1
4311,mccorch01,0.309,0.00618,0.714273887,0.091549296,0.05,1
4323,mccutan01,5.588,0.005136029,0.902101287,0.105214724,0.080785451,1
4352,mcguire01,-0.451,-0.009395833,0.822496383,0.092643052,0.065,1
4365,mckenry01,0.287,0.019133333,0.689127434,0.053254438,0.040609137,1
4366,mckinbi01,-1.953,-0.021461538,0.702654974,0.098746082,0.054852321,1
4368,mckinza01,0.223,0.009291667,0.801554494,0.103030303,0.061452514,1
4376,mcmahry01,3.054,0.010791519,0.774486922,0.097826087,0.055341055,1
4389,mcneije01,-2.2,-0.007073955,0.940206599,0.097392638,0.072413793,1
4404,meadoau01,-0.04,-0.000177778,0.851584634,0.11634757,0.072786885,1
4416,mejiafr01,-0.802,-0.00657377,0.717077388,0.089041096,0.054773083,1
4431,mendida01,-1.24,-0.04,0.733434943,0.05483871,0.029411765,1
4438,mercaos01,-2.183,-0.032102941,0.854871823,0.085365854,0.078720787,1
4440,mercejo03,-3.488,-0.005536508,0.816029468,0.081829897,0.058840749,1
4443,merceye01,-1.231,-0.031564103,1.076037151,0.070539419,0.038022814,1
4449,merriwh01,4.336,0.010706173,0.914241283,0.091258405,0.11065211,1
4470,meyerja02,-0.202,-0.00505,0.75258915,0.095890411,0.067484663,1
4480,mikolmi01,-0.373,-0.0373,0.36731562,0.029850746,0.013071895,1
4488,mileywa01,-1.003,-0.023325581,0.485111239,0.03030303,0.023529412,1
4496,millebr02,-4.071,-0.007951172,0.78618082,0.09495445,0.060192367,1
4514,milleow01,-0.067,-0.002030303,0.705621859,0.062827225,0.04950495,1
4517,millesh01,-0.757,-0.02365625,0.431641458,0.0591133,0.043650794,1
4535,minormi01,-0.653,-0.02612,0.39420677,0.036866359,0.024793388,1
4567,molinya01,-5.393,-0.004161265,0.887578265,0.076505625,0.057460164,1
4572,moncayo01,-0.41,-0.001314103,0.85574934,0.100148002,0.069787603,1
4575,mondera02,-1.849,-0.009731579,0.881411862,0.091578087,0.150152439,1
4598,mooredy01,-0.568,-0.005163636,0.689826607,0.093575419,0.099022005,1
4606,moorema02,-0.363,-0.015782609,0.327112262,0,0,1
4626,moranco01,0.108,0.000380282,0.863684397,0.085046067,0.04859335,1
4633,morelmi01,-4.978,-0.006398458,0.799649521,0.101694915,0.052689594,1
4648,morofma01,0.643,0.02572,0.569530676,0.061135371,0.030769231,1
4661,mortoch02,-1.337,-0.030386364,0.320706303,0.015576324,0.013513514,1
4679,motteta01,-0.827,-0.016215686,0.737179257,0.067839196,0.068181818,1
4682,mountry01,-0.639,-0.005325,0.946351774,0.101515152,0.045454545,1
4683,moustmi01,-8.501,-0.011613388,0.822088085,0.100763016,0.055442316,1
4702,mullice01,-0.64,-0.005289256,0.893428204,0.099385246,0.091491308,1
4709,muncyma01,0.124,0.000341598,0.767987632,0.11574847,0.044083527,1
4713,munozya01,1.467,0.01705814,0.817040102,0.076775432,0.077738516,1
4730,murphse01,-2.063,-0.020029126,0.752415017,0.108540925,0.050925926,1
4733,murphto04,-0.164,-0.001576923,0.750400054,0.098226467,0.044117647,1
4745,musgrjo01,-1.008,-0.059294118,0.404450327,0.043478261,0.037735849,1
4757,myerswi01,-1.161,-0.001977853,0.853898833,0.102675974,0.080248512,1
4766,naquity01,-1.926,-0.00958209,0.830410815,0.100740741,0.069058903,1
4772,narvaom01,-2.282,-0.008578947,0.852600281,0.071748879,0.036373811,1
4782,naylojo01,-0.921,-0.009397959,0.828177702,0.082332762,0.055292259,1
4794,nelsoji02,-0.54,-0.041538462,0.377220921,0.010471204,0.009615385,1
4808,neusesh01,-0.831,-0.028655172,0.742398333,0.05785124,0.039370079,1
4817,newmake01,1.83,0.007408907,0.859885757,0.060461416,0.059084195,1
4833,nidoto01,-0.742,-0.010911765,0.649056604,0.063882064,0.039443155,1
4851,nimmobr01,0.493,0.001956349,0.867493657,0.099784637,0.066076696,1
4865,nogowjo01,-0.338,-0.007191489,0.668049294,0.060150376,0.047619048,1
4867,nolaaa01,0.06,0.002307692,0.33373799,0.022140221,0.018867925,1
4868,nolaau01,-1.284,-0.016894737,0.922802273,0.094405594,0.055813953,1
4876,nootbla01,0.06,0.002142857,0.584062907,0.082568807,0.048387097,1
4896,nottija01,-0.196,-0.0196,0.662641759,0.096491228,0.023076923,1
4902,nunezdo01,-0.103,-0.002512195,0.664742532,0.112359551,0.058823529,1
4904,nunezre01,-4.376,-0.023782609,0.824122963,0.101421801,0.04475043,1
4941,odorro01,-2.835,-0.005369318,0.830657622,0.099137931,0.064822134,1
4951,ohearry01,-2.018,-0.01540458,0.783761151,0.090799031,0.041036717,1
4954,ohtansh01,1.12,0.005656566,0.869295112,0.129285714,0.089041096,1
4962,olivaed02,0.195,0.015,0.718099448,0.065989848,0.033018868,1
4982,olsonma02,0.573,0.001450633,0.843764681,0.119140625,0.046010975,1
4985,oneilty01,-0.644,-0.003879518,0.786140864,0.110986547,0.064842958,1
5002,ortegra01,-1.392,-0.014652632,0.729312718,0.063739377,0.075933076,1
5046,owingch01,-3.415,-0.008035294,0.815416386,0.083633094,0.094323873,1
5049,ozunama01,-0.676,-0.001,0.912891497,0.094888664,0.052583026,1
5078,panikjo01,-0.04,-8.01603E-05,0.873188476,0.070914327,0.057115198,1
5086,paredis01,-0.278,-0.00695,0.766996813,0.058139535,0.041450777,1
5100,parkho01,0.072,0.002322581,0.638021259,0.078125,0.053333333,1
5107,parrage01,-3.208,-0.003902676,0.881354702,0.082544257,0.077126654,1
5152,pederjo01,-3.788,-0.009307125,0.799290003,0.111928737,0.053368913,1
5184,peralda01,-1.462,-0.002503425,0.945111707,0.100673293,0.072557051,1
5186,peralwi01,-0.804,-0.036545455,0.330144914,0.024875622,0.017094017,1
5187,perazjo01,0.033,0.000115385,0.831888368,0.065141721,0.081056044,1
5195,perezhe01,-3.754,-0.014383142,0.773328002,0.074498567,0.083423619,1
5198,perezmi03,-0.961,-0.010115789,0.708810873,0.074879227,0.047930283,1
5204,perezro02,-1.537,-0.007497561,0.756847183,0.077508651,0.036244801,1
5206,perezsa02,0.341,0.000496361,0.870257808,0.098212213,0.050241334,1
5229,peterdj01,-0.962,-0.026722222,0.760703449,0.103139013,0.05,1
5233,peterja01,-3.391,-0.009042667,0.739841042,0.067013287,0.068170426,1
5250,phamth01,-1.309,-0.003248139,0.852028517,0.094465252,0.077555397,1
5260,phillbr02,0.428,0.003721739,0.683207464,0.083050847,0.08,1
5294,pillake01,-5.403,-0.008325116,0.867559324,0.09123783,0.084268197,1
5298,pinama01,-2.242,-0.010625592,0.793015412,0.09,0.049755302,1
5299,pindech01,-4.662,-0.021583333,0.798604368,0.099838969,0.056576047,1
5309,piscost01,-1.221,-0.003,0.841150085,0.098285236,0.063086744,1
5314,pivetni01,-0.142,-0.015777778,0.31969026,0.009009009,0.008196721,1
5319,plaweke01,-4.305,-0.020402844,0.766683531,0.071818182,0.048387097,1
5332,polangr01,-2.186,-0.003903571,0.860600085,0.093999306,0.084782609,1
5334,polanjo01,2.659,0.007553977,0.916265524,0.100443727,0.076979205,1
5339,polloaj01,-0.087,-0.000145729,0.941112372,0.11121643,0.099109451,1
5359,poseybu01,1.797,0.001732883,0.943137533,0.092555332,0.05796326,1
5390,profaju01,-1.704,-0.003863946,0.786494566,0.083294556,0.064238953,1
5401,pujolal01,12.129,0.006055417,0.927738643,0.122998021,0.063356974,1
5419,quinnro01,-0.47,-0.004607843,0.742934645,0.074561404,0.123046875,1
5424,quintjo01,-0.601,-0.031631579,0.270574485,0.006410256,0.005434783,1
5444,raleica01,-1.436,-0.036820513,0.659579642,0.100719424,0.081081081,1
5450,ramirha02,0.722,0.005308824,0.867219383,0.081818182,0.061124694,1
5452,ramirjo01,-3.212,-0.005180645,0.919312843,0.122990127,0.106007944,1
5463,ramoswi01,-9.516,-0.014139673,0.852539522,0.082760596,0.040676175,1
5492,rayro02,-0.781,-0.032541667,0.437916879,0.029535865,0.02238806,1
5494,realmjt01,-3.439,-0.007317021,0.92604449,0.099527559,0.075064711,1
5498,reddijo01,-3.655,-0.004828269,0.888424941,0.090290381,0.06394753,1
5519,refsnro01,-1.137,-0.014037037,0.747887139,0.059701493,0.057003257,1
5537,rendoan01,-2.775,-0.003941761,0.894865163,0.11383812,0.074863884,1
5538,renfrhu01,-1.837,-0.005402941,0.829117603,0.121566633,0.057380842,1
5539,rengilu01,-0.669,-0.006558824,0.769186587,0.05958132,0.03988604,1
5560,reyesfr01,-2.362,-0.01063964,0.874189771,0.108381503,0.04025974,1
5564,reyespa01,-1.053,-0.023931818,0.673960353,0.078853047,0.068403909,1
5566,reyesvi01,-1.145,-0.00748366,0.856357737,0.072302558,0.087923729,1
5569,reynobr01,-0.533,-0.002220833,0.907844754,0.112550607,0.072142857,1
5616,riddljt01,-1.946,-0.015821138,0.729297071,0.074224022,0.04665826,1
5629,rileyau01,-2.072,-0.010156863,0.831058984,0.107414449,0.046351931,1
5633,riosed01,-0.701,-0.017097561,0.617271886,0.126436782,0.045226131,1
5651,riverre01,-4.258,-0.017308943,0.769368708,0.073726542,0.041743401,1
5656,rizzoan01,3.525,0.003947368,0.88815209,0.110111481,0.063084112,1
5674,roberda10,0.305,0.002226277,0.730104672,0.06866417,0.043386243,1
5679,roberlu01,-0.467,-0.006144737,0.898452443,0.115303983,0.087954111,1
5706,roblevi01,-2.044,-0.012617284,0.777129692,0.086330935,0.089905363,1
5710,rodgebr02,-0.36,-0.004090909,0.846418998,0.08677686,0.052224371,1
5732,rogerja03,-0.205,-0.004019608,0.64896259,0.093333333,0.047058824,1
5741,rojasjo01,-1.246,-0.009658915,0.868990879,0.080527086,0.072072072,1
5742,rojasjo02,0.224,0.0064,0.704833339,0.119047619,0.086956522,1
5743,rojasmi02,-4.09,-0.010514139,0.825588515,0.068568995,0.06407767,1
5756,rominan01,-2.543,-0.011352679,0.753382929,0.045166403,0.058231488,1
5757,rominau01,-2.602,-0.0162625,0.782963752,0.073589534,0.050266565,1
5762,rondojo02,-0.781,-0.010554054,0.607884077,0.068965517,0.042105263,1
5764,rookebr01,-0.35,-0.0125,0.755699166,0.105769231,0.051282051,1
5771,rosaram01,-1.087,-0.003450794,0.933358523,0.077416174,0.082249071,1
5773,rosared01,-1.879,-0.003706114,0.914809081,0.102302632,0.070326959,1
5792,rossjo01,-0.786,-0.0524,0.490837722,0.025477707,0.022857143,1
5818,rufda01,-2.916,-0.013437788,0.713352833,0.104051565,0.048995984,1
5826,ruizri01,-0.743,-0.005054422,0.666520664,0.075382803,0.043022036,1
5857,ryuhy01,-1.417,-0.024859649,0.588369486,0.046082949,0.034351145,1
5890,sanchad01,-0.88,-0.036666667,0.678613714,0.061538462,0.058823529,1
5899,sanchga02,-2.999,-0.008979042,0.816689574,0.112836439,0.038286235,1
5902,sanchje02,-0.476,-0.0085,0.741306312,0.099206349,0.039285714,1
5916,sandopa01,-1.76,-0.001898598,0.855669355,0.094597527,0.058392716,1
5924,sanomi01,-2.014,-0.004662037,0.800028592,0.118755119,0.047704448,1
5925,santaan02,-1.973,-0.010550802,0.89567522,0.110280374,0.06190061,1
5926,santaca01,-0.255,-0.000238988,0.818499708,0.100203459,0.05381674,1
5927,santada01,-0.964,-0.002957055,0.87263844,0.09137931,0.099142551,1
5981,schebsc01,-1.05,-0.004666667,0.845141,0.099841521,0.055201699,1
5989,scherma01,-0.972,-0.021130435,0.48419713,0.015086207,0.017013233,1
6011,schoojo01,-5.356,-0.008652666,0.858941462,0.096164236,0.051327434,1
6016,schroma01,-0.665,-0.019558824,0.873933641,0.091549296,0.066225166,1
6036,schwaky01,-1.359,-0.003663073,0.81854832,0.1138322,0.042652191,1
6037,schwifr01,0.55,0.008461538,0.77500714,0.13618677,0.083941606,1
6058,seageco01,1.191,0.002822275,0.926686966,0.11575031,0.069372694,1
6059,seageky01,-1.606,-0.00159801,0.851870014,0.101600432,0.060928433,1
6071,segurje01,1.591,0.002173497,0.963753463,0.075397645,0.08805513,1
6079,semiema01,-3.408,-0.005400951,0.836014615,0.100306279,0.07228361,1
6083,senzaan01,-0.18,-0.009,0.247582623,0.014814815,0.012121212,1
6084,senzeni01,-1.028,-0.011816092,0.908067962,0.088129496,0.084415584,1
6090,severpe01,-3.141,-0.014886256,0.80777321,0.075799087,0.045081967,1
6115,shawtr01,-0.105,-0.000211268,0.813909454,0.103609342,0.056158742,1
6126,sheetga01,-0.395,-0.01234375,0.729370195,0.11875,0.044692737,1
6163,shortza01,-0.529,-0.015114286,0.575430005,0.064102564,0.032608696,1
6177,sierrma01,-1.005,-0.0125625,0.689146047,0.032,0.068518519,1
6187,simmoan01,-5.21,-0.007421652,0.853123961,0.067109482,0.061509195,1
6209,siscoch01,-1.709,-0.017618557,0.655838905,0.077369439,0.041118421,1
6224,slateau01,-1.133,-0.008851563,0.770898688,0.077105575,0.072327044,1
6246,smithdo02,-2.155,-0.00845098,0.776659903,0.104504505,0.05978706,1
6263,smithke04,-3.639,-0.028429688,0.73302671,0.069230769,0.051643192,1
6271,smithpa04,-0.204,-0.003,0.787648951,0.082242991,0.057724958,1
6280,smithwi05,-0.15,-0.000862069,0.851300027,0.124641834,0.052757794,1
6301,sogarer01,-1.323,-0.003299252,0.755987684,0.063059034,0.064179703,1
6304,solakni01,-0.797,-0.006754237,0.8556316,0.070242656,0.060295791,1
6305,solando01,-1.68,-0.004386423,0.83569686,0.065168539,0.054554812,1
6308,solerjo01,-1.267,-0.003490358,0.839185074,0.110815603,0.053730189,1
6316,sosaed01,-0.676,-0.020484848,0.806948584,0.060402685,0.04719764,1
6321,sotoju01,2.796,0.008961538,0.939650224,0.122208437,0.065401897,1
6325,souzast01,-0.822,-0.002264463,0.844393129,0.091515152,0.064498934,1
6361,springe01,-0.926,-0.00190535,0.88544085,0.108092144,0.056792018,1
6374,stallja01,0.774,0.004348315,0.793140962,0.07010582,0.04342723,1
6377,stammcr01,-0.129,-0.0086,0.480252532,0.079207921,0.066666667,1
6389,stantmi03,-0.459,-0.000489861,0.901586795,0.128745609,0.057091562,1
6394,stassma01,-2.296,-0.018819672,0.762046103,0.078358209,0.034065934,1
6419,stephty01,1.327,0.015987952,0.791574491,0.089918256,0.049763033,1
6421,stevean01,-0.918,-0.011475,0.570549409,0.070886076,0.053452116,1
6429,stewadj01,0.878,0.012027397,0.759773194,0.089694656,0.038772213,1
6455,storytr01,-3.631,-0.008123043,0.835720826,0.129340893,0.097895408,1
6464,strasst01,-2.307,-0.0288375,0.530312024,0.031818182,0.019193858,1
6467,strawmy01,-0.611,-0.004243056,0.865345056,0.05897772,0.097447796,1
6489,suareeu01,-2.435,-0.003723242,0.851252122,0.101420455,0.047916147,1
6527,suzukku01,-4.372,-0.004474923,0.851727045,0.080383481,0.052798135,1
6530,swansda01,-0.398,-0.000919169,0.827870998,0.090719933,0.066889632,1
6557,taillja01,-1.028,-0.035448276,0.340120241,0.007352941,0.006451613,1
6566,tapiara01,-2.219,-0.011263959,0.822154572,0.077272727,0.089824561,1
6574,tatisfe02,1.93,0.011028571,0.938184355,0.138996139,0.09787234,1
6580,tauchmi01,-1.199,-0.011528846,0.712370225,0.084482759,0.068965517,1
6586,taverle01,-0.984,-0.031741935,0.69747942,0.075085324,0.103448276,1
6593,tayloch03,1.46,0.003139785,0.848095506,0.104626928,0.084814815,1
6600,taylomi02,-1.684,-0.005149847,0.804436863,0.082440615,0.085763293,1
6605,tayloty01,-0.352,-0.006518519,0.842509063,0.109965636,0.074074074,1
6617,tellero01,-0.38,-0.00262069,0.774237406,0.109411765,0.053533191,1
6636,thaisma01,-0.098,-0.002969697,0.757250426,0.091428571,0.035532995,1
6659,thomala02,0.666,0.011892857,0.661549744,0.106666667,0.077586207,1
6681,thomptr01,0.042,0.000368421,0.677886766,0.097690941,0.064102564,1
6729,tomka01,-0.288,-0.009290323,0.434158082,0.046296296,0.030075188,1
6737,toroab01,-1.603,-0.012622047,0.784151969,0.07,0.048128342,1
6742,torregl01,1.51,0.005875486,0.844840037,0.09351145,0.056122449,1
6745,torrelu01,0.474,0.004886598,0.672500869,0.079566004,0.045826514,1
6748,torrero01,-0.662,-0.003894118,0.873175261,0.06434024,0.054933876,1
6754,tovarwi01,0.215,0.0134375,0.761308855,0.044642857,0.049180328,1
6765,trammta01,-0.406,-0.016916667,0.664634708,0.096153846,0.050561798,1
6776,trevijo01,0.167,0.00242029,0.797293344,0.081799591,0.061657033,1
6783,troutmi01,5.586,0.006956413,0.927886566,0.134664948,0.091696113,1
6790,tsutsyo01,0.01,0.000142857,0.667462465,0.090439276,0.042505593,1
6791,tuckeco01,-0.713,-0.009767123,0.693290183,0.072386059,0.061576355,1
6793,tuckeky01,-1.759,-0.010791411,0.872667688,0.130023641,0.101171459,1
6806,turneju01,-0.431,-0.000596953,0.878454673,0.102614702,0.065669701,1
6810,turnetr01,0.765,0.002304217,0.957932975,0.103535354,0.127434797,1
6833,uptonju01,-3.903,-0.003548182,0.870528498,0.106548779,0.070468915,1
6837,urenajo01,-0.486,-0.025578947,0.287034898,0.01369863,0.012048193,1
6839,uriasju01,-0.043,-0.003909091,0.443615526,0.02,0.016393443,1
6840,uriaslu01,-1.272,-0.007571429,0.826696841,0.081206497,0.049395161,1
6841,uriasra01,0.652,0.015162791,0.758297268,0.083623693,0.052631579,1
6844,urshegi01,0.167,0.000729258,0.812488148,0.08857336,0.053425519,1
6850,valaipa01,-2.695,-0.02011194,0.678182216,0.081047382,0.041666667,1
6867,valerbr01,-0.425,-0.015178571,0.703320616,0.057692308,0.05106383,1
6878,vanmejo01,-0.388,-0.00376699,0.665961041,0.090909091,0.07550077,1
6883,vargail01,-0.85,-0.014655172,0.758649009,0.069252078,0.052493438,1
6888,varshda01,0.212,0.004818182,0.706052721,0.103896104,0.079069767,1
6891,vaughan01,-0.629,-0.007765432,0.767507181,0.088729017,0.049040512,1
6897,vazquch01,-1.958,-0.005758824,0.878609831,0.076167076,0.061622111,1
6907,velasvi01,-0.571,-0.02284,0.529614013,0.01910828,0.011111111,1
6908,velazan01,-0.64,-0.029090909,0.555058436,0.067484663,0.099447514,1
6918,verdual01,-0.205,-0.001025,0.912834851,0.095117845,0.071591775,1
6933,villajo01,-1.251,-0.002262206,0.860826072,0.081129808,0.107162089,1
6946,vogelda01,0.892,0.006326241,0.687834853,0.087051143,0.028233151,1
6949,vogtst01,-4.626,-0.012994382,0.802780762,0.093577982,0.055255505,1
6952,voitlu01,-0.933,-0.005424419,0.872530284,0.10971223,0.038582677,1
6959,vottojo01,6.795,0.005743872,0.912582934,0.117078251,0.065944882,1
6963,wachami01,-0.732,-0.027111111,0.359462693,0.007968127,0.010344828,1
6965,wadela01,2.391,0.036784615,0.732096862,0.106728538,0.066801619,1
6966,wadety01,-1.11,-0.019137931,0.634125994,0.062355658,0.085539715,1
6976,wainwad01,-0.83,-0.008469388,0.581460084,0.068733154,0.048463357,1
6986,walkech02,1.753,0.007968182,0.805969785,0.101941748,0.060431655,1
7002,walketa01,-0.789,-0.046411765,0.455894402,0.026785714,0.016806723,1
7008,wallach01,-0.676,-0.030727273,0.765845198,0.0625,0.043290043,1
7015,wallsta01,0.265,0.0106,0.819535384,0.072368421,0.079545455,1
7017,walshja01,1.692,0.017265306,0.877664358,0.121468927,0.062820513,1
7039,wardta01,-0.491,-0.011418605,0.774397002,0.091858038,0.063670412,1
7071,weavelu01,-0.104,-0.034666667,0.498892499,0.009259259,0,1
7109,wendljo01,-0.606,-0.002104167,0.873777672,0.088235294,0.088764742,1
7130,wheelza01,-0.903,-0.023153846,0.486792597,0.034722222,0.027863777,1
7143,whiteel04,-0.889,-0.029633333,0.66759885,0.06097561,0.051470588,1
7145,whiteev01,-0.072,-0.002322581,0.777572265,0.071684588,0.035947712,1
7185,wilkest01,-0.341,-0.005014706,0.772763857,0.080536913,0.065843621,1
7211,williju02,-0.173,-0.014416667,0.551555188,0.032,0,1
7216,willima10,-0.611,-0.0235,0.769858864,0.063432836,0.058823529,1
7219,willini01,-0.152,-0.000955975,0.743754854,0.081339713,0.044759825,1
7226,willitr01,-0.29,-0.022307692,0.345659124,0,0,1
7274,winkeje01,-0.392,-0.001875598,0.865794392,0.112804878,0.0558109,1
7280,wisdopa01,-0.127,-0.001567901,0.727990676,0.112980769,0.045356371,1
7298,wolteto01,-0.343,-0.002029586,0.789412536,0.058234759,0.049920761,1
7300,wongko01,-0.742,-0.00139212,0.852606169,0.079567155,0.080033937,1
7301,woodal02,-1.566,-0.041210526,0.335682219,0.007246377,0.009287926,1
7314,woodrbr01,-0.431,-0.035916667,0.564975332,0.043478261,0.031007752,1
7353,wynnsau01,-1.552,-0.03373913,0.699164909,0.051612903,0.024169184,1
7358,yastrmi01,-0.953,-0.005882716,0.859671462,0.126091174,0.070205479,1
7362,yelicch01,1.414,0.002070278,0.943236491,0.101932367,0.083735572,1
7373,youngan02,-0.194,-0.008818182,0.574900791,0.136752137,0.065217391,1
7406,zavalse01,-0.331,-0.0662,0.759225016,0.076190476,0.025862069,1
7412,zimmebr01,-1.567,-0.011355072,0.739704999,0.067639257,0.081585082,1
7416,zimmejo02,-0.734,-0.014979592,0.544221598,0.020895522,0.015345269,1
7417,zimmery01,-3.784,-0.002884146,0.872717348,0.108656447,0.065117536,1
7428,zuninmi01,-5.617,-0.011581443,0.736132945,0.100429855,0.041622575,1
